vib_rms,power_w,temp_c,rpm
0.10141255,248.62518,32.371902,1798.6215
0.10376894,250.74904,32.81313,1794.1736
0.10361297,252.38467,31.815033,1794.7167
0.104722336,252.92714,32.17784,1796.1853
0.10091806,249.12567,31.57558,1801.7593
0.099309064,252.33553,31.958298,1805.3403
0.101042025,248.89745,31.885775,1793.9001
0.09301898,254.12312,32.28009,1798.8616
0.094235115,248.20813,32.502117,1795.6014
0.09487219,253.13759,32.492733,1800.0231
0.09651445,249.17262,31.760181,1805.3944
0.10351454,254.51704,32.497692,1799.315
0.09700324,251.67816,32.08167,1800.9235
0.09965477,248.46844,31.97046,1806.9456
0.10805666,249.46095,31.817892,1802.9674
0.09979412,252.07275,31.87832,1798.1066
0.105277926,252.62062,32.800217,1801.7937
0.09693714,250.37886,32.227253,1797.8589
0.10059292,250.61456,32.175133,1802.862
0.096884854,252.0469,32.001385,1803.2526
0.09995464,250.79874,33.08567,1795.7338
0.10586617,247.95308,32.63028,1801.9141
0.093042836,248.91908,31.820848,1800.7543
0.103866346,251.02022,32.000824,1803.4143
0.10289768,252.98589,32.025566,1804.572
0.09875301,253.79182,32.17061,1803.1675
0.094508216,252.12386,31.832766,1800.056
0.10211388,251.14432,32.28978,1805.0132
0.099120475,252.0723,32.696083,1797.7986
0.102946006,249.24611,31.59079,1796.0199
0.10190656,250.27808,31.665977,1788.5319
0.10982085,248.94121,31.924969,1801.0435
0.100629814,248.09691,31.944508,1798.0488
0.09672372,251.26642,32.919605,1802.9371
0.10275219,250.97528,32.521896,1793.4722
0.10297037,251.98448,32.49994,1798.7794
0.10868089,251.70633,32.017456,1803.2603
0.106075056,251.10431,32.00967,1797.2708
0.10369838,251.73717,31.544506,1803.0382
0.10924505,250.54349,32.438877,1799.1841
0.0959992,251.45955,32.323597,1801.2919
0.09875873,249.1864,32.642567,1803.8147
0.09733906,251.38301,32.04483,1805.2562
0.100037314,251.98535,32.07344,1801.826
0.095117345,249.31406,32.19916,1798.211
0.10519092,250.762,32.488895,1799.6459
0.10091842,249.41603,31.545042,1804.0367
0.09468985,249.61511,32.428543,1797.4149
0.09698032,248.42317,32.126915,1800.7986
0.103640094,253.20949,31.712648,1799.9783
0.10627745,252.8142,31.303251,1801.1193
0.11208474,251.76259,32.083496,1797.5066
0.116684645,254.63701,32.71816,1794.1469
0.10420161,250.31902,32.80994,1803.6486
0.09719607,256.76593,32.283207,1805.433
0.09149772,250.25223,32.926846,1794.4187
0.10351067,251.22256,32.12586,1803.074
0.09812155,249.9215,32.525345,1805.9419
0.10012359,251.46658,31.96452,1804.0038
0.099153996,252.39804,31.940163,1799.9644
0.1015246,250.50386,31.875986,1797.8679
0.10757251,254.29001,31.323767,1801.9767
0.10304189,251.21974,32.663803,1802.6548
0.10147748,251.28728,31.893301,1802.0577
0.097106375,248.93318,31.830366,1800.9648
0.09392519,251.59305,31.679941,1797.3656
0.09988101,250.49286,32.071175,1803.3978
0.102057554,249.5493,32.859303,1803.6013
0.111180015,249.21768,32.9924,1802.532
0.10300561,256.11902,31.49153,1802.1836
0.10728179,250.2534,32.015083,1808.4674
0.09988544,247.87123,31.744106,1799.2637
0.096471004,249.39362,32.55417,1806.8977
0.09758392,250.69177,32.27446,1798.8467
0.09879713,251.89308,31.906178,1806.2294
0.11307934,251.9142,32.19082,1806.7379
0.09834377,252.16267,31.971807,1800.643
0.10665683,249.52457,32.80946,1808.4698
0.09796341,251.5,32.38353,1803.7129
0.10714954,249.07184,32.43366,1798.3384
0.10443004,249.58951,31.099945,1800.3617
0.10173569,248.9982,32.14098,1806.4001
0.10232863,248.46167,33.001965,1805.572
0.099272035,252.9717,32.70011,1797.6583
0.104789846,252.22533,31.431808,1801.3442
0.100298055,252.80626,32.046257,1802.7261
0.096458405,250.93637,31.692001,1799.8923
0.096210174,252.41618,32.858032,1811.3646
0.10347621,247.3448,32.27228,1802.8788
0.110522114,252.59836,31.868435,1801.7075
0.10343997,251.23123,32.190197,1806.7289
0.102060154,252.13603,31.13457,1800.5154
0.10409578,251.64665,31.74451,1806.0166
0.10920994,248.9173,32.194054,1795.3267
0.1037901,247.90013,32.518726,1800.1936
0.10065177,249.4769,31.40491,1806.2152
0.10825105,252.03564,32.029953,1808.3103
0.10487656,252.29079,32.58727,1798.947
0.110424705,248.1795,31.60379,1798.4916
0.10367522,248.95798,32.277023,1804.3312
0.09664979,249.47849,32.21272,1799.58
0.0959444,250.21513,32.87306,1801.0083
0.11105287,248.21042,32.09623,1805.5989
0.11142957,248.0952,32.12062,1799.9275
0.101926625,249.3004,32.532223,1794.2528
0.100921236,251.12135,31.660675,1796.9207
0.11015732,248.59242,32.103836,1802.1754
0.09732777,250.72678,32.010876,1794.6925
0.098402224,253.08025,32.138577,1800.9681
0.106105335,248.36433,32.53448,1796.5989
0.100928485,250.55977,32.41776,1808.7377
0.10288869,253.02693,31.897594,1810.849
0.102109835,250.14563,32.252724,1797.9662
0.10462765,249.83958,32.795193,1803.2365
0.10998988,253.31865,31.867445,1798.3783
0.10341806,250.384,32.25903,1800.9932
0.10619747,253.21014,32.124672,1809.4548
0.09273952,251.86382,32.177708,1800.3848
0.10275937,250.32494,31.55162,1801.1178
0.098799355,251.97473,32.76916,1798.5023
0.09693396,251.66098,31.896086,1806.8677
0.098649755,253.06657,32.61723,1789.2402
0.10138236,249.93285,31.959219,1800.5326
0.107644916,251.11667,31.95854,1802.1307
0.096445836,250.91594,32.69496,1799.6804
0.10324333,252.452,32.608234,1805.7893
0.10068166,248.99805,32.29512,1807.1536
0.10147645,253.08707,32.517082,1796.7078
0.10814088,251.99048,32.09817,1810.7402
0.10582992,248.42868,32.211212,1796.6837
0.109838545,253.48375,31.950878,1807.5416
0.102391206,255.54012,32.57812,1802.9968
0.099696174,253.08029,31.9401,1800.3931
0.102068715,253.93529,32.812496,1800.7808
0.10441258,251.25674,32.093067,1802.2946
0.10409502,247.76767,32.22857,1803.2726
0.09780224,247.40714,32.524826,1798.7686
0.10368862,251.61021,32.231846,1801.5238
0.10438928,249.92076,32.104103,1799.3872
0.11584744,249.28024,32.212223,1797.62
0.11265618,250.98857,32.58272,1799.2212
0.09901761,252.3499,31.96102,1797.9009
0.10185874,248.21788,32.176632,1800.8304
0.095990255,250.2303,32.232204,1804.2512
0.1003657,254.15247,32.574886,1803.0144
0.10490899,248.9868,32.19008,1810.4392
0.10937194,252.88155,32.9543,1793.7102
0.099708915,250.17722,32.169327,1804.4397
0.10009524,252.2429,32.137833,1802.5981
0.09264113,253.35062,32.165455,1805.8455
0.102575816,252.64316,31.708172,1805.4589
0.09808861,252.98355,31.821098,1801.9431
0.10076498,248.86667,32.024483,1803.304
0.099039346,253.40181,32.692043,1799.6472
0.102963775,249.47372,32.225418,1805.0884
0.094657846,251.70282,32.045773,1795.1283
0.09612263,251.70485,32.7312,1805.7614
0.114115424,252.16322,32.86202,1802.5714
0.09704337,251.87149,32.74466,1800.7261
0.09800782,249.51457,31.90223,1801.7543
0.11268754,248.50706,32.04632,1802.0577
0.11803951,252.9561,32.970875,1807.8938
0.0976675,251.58766,32.342793,1815.6487
0.10169522,253.51935,32.140244,1807.6042
0.10525533,251.13571,32.535587,1800.4735
0.11220209,248.41945,32.652126,1805.264
0.09863534,253.16661,32.02158,1805.4482
0.10235422,250.4982,32.33889,1799.0643
0.107478246,251.92752,32.622696,1797.7318
0.1057763,249.95317,31.78891,1802.532
0.101732574,254.54126,32.258915,1806.0259
0.10295508,249.5041,31.809175,1796.3579
0.09676053,250.58693,31.862453,1799.9315
0.10245491,251.48125,32.031597,1805.1157
0.102324575,249.08655,32.44864,1803.002
0.10482806,251.9365,32.129932,1808.5101
0.10090124,254.50383,32.000324,1797.2095
0.10604619,250.30363,32.281265,1812.2736
0.10876267,252.07938,31.802809,1796.7229
0.10448679,245.79477,32.434067,1794.7682
0.10547894,251.2203,32.71605,1802.659
0.10399642,250.67662,32.23276,1798.3668
0.103741504,249.67024,32.184334,1802.7595
0.1001437,253.47466,32.415718,1802.6295
0.10534433,250.66379,31.455902,1802.1511
0.10328576,250.96584,32.482964,1799.5745
0.11424833,250.57092,33.509937,1804.6846
0.11165952,247.49619,32.22106,1801.6945
0.105732195,249.07034,32.223427,1807.3883
0.09999786,253.261,32.569466,1802.262
0.09826124,247.12341,32.931103,1799.1346
0.10978912,249.81519,32.663902,1796.2522
0.10515722,250.55286,31.412615,1802.3245
0.10625422,254.84404,32.501163,1797.9458
0.09514056,252.89848,33.30552,1797.6326
0.10851064,250.2514,32.526665,1805.152
0.10615547,253.97925,31.816792,1795.9413
0.09834109,249.89366,32.392307,1808.7104
0.10154546,253.39737,31.768242,1803.7102
0.10523147,248.66588,32.77458,1802.9058
0.104184985,253.5346,31.900047,1798.9518
0.102471516,250.58028,32.313038,1806.158
0.103424616,249.33998,31.941168,1803.0985
0.10269182,250.96715,32.066643,1800.3755
0.104724124,251.96057,32.88062,1803.9288
0.11132834,250.42082,32.32848,1796.408
0.09114712,252.52267,32.064358,1796.6074
0.10280565,250.2532,31.830883,1798.6776
0.10488191,252.66437,31.541231,1804.5662
0.10548873,252.31248,31.790337,1803.1646
0.10215856,251.31062,32.33657,1807.3832
0.09524386,250.55412,32.684814,1799.5168
0.10567673,251.74437,32.06952,1805.505
0.11268276,252.5462,32.92281,1802.7604
0.09638591,255.5737,32.008526,1799.4532
0.10838353,253.33334,32.201256,1804.7762
0.102430895,253.41087,31.865564,1802.9805
0.10377599,257.64032,32.694633,1800.7375
0.098827176,252.4996,33.138268,1803.4315
0.1024284,252.44135,31.595469,1802.7549
0.110609874,252.88448,32.162663,1802.6677
0.10703185,249.46289,32.80797,1801.6416
0.11278903,250.59738,31.72421,1798.0817
0.11002337,250.47722,32.530594,1803.6099
0.10634056,252.78914,32.793438,1800.1094
0.11287356,251.14993,32.33707,1799.2484
0.10635758,251.77908,32.526814,1802.3763
0.10831124,253.68188,33.011997,1806.2845
0.10269709,253.23763,33.087936,1804.1003
0.104521275,251.19223,32.284706,1801.2427
0.10070998,250.18001,32.09747,1801.0912
0.10915355,253.79489,31.943354,1805.9292
0.098322585,253.07645,32.703056,1793.8083
0.10813429,248.32048,31.764488,1806.5941
0.103277676,250.911,32.213093,1795.9178
0.11009552,251.87265,32.356125,1797.7616
0.10800194,253.10359,32.11477,1801.3755
0.11335909,253.37045,32.42882,1812.1223
0.107917964,252.12236,33.343624,1810.1608
0.09641207,252.72934,32.2701,1806.2863
0.10394565,251.6914,32.1455,1804.8956
0.09842848,250.21973,32.72672,1796.0297
0.10170518,251.04918,32.41734,1804.115
0.11186073,251.61398,32.89816,1801.3003
0.10750023,251.51091,32.38922,1800.2396
0.10082584,247.8134,32.224895,1804.1348
0.099259794,250.79384,31.611694,1801.6403
0.10450014,251.70549,31.67821,1807.011
0.09826122,251.03459,31.592743,1795.7992
0.100996085,251.10794,32.479675,1803.8522
0.10591955,252.58182,31.783957,1800.0448
0.110143736,249.45216,32.832005,1801.9318
0.10741861,248.35823,32.34279,1804.7979
0.09292594,250.92221,32.23393,1799.1193
0.10591177,253.15102,31.994978,1804.2544
0.1047576,255.00212,32.582336,1802.7572
0.10647434,253.1955,32.012547,1800.9733
0.11249335,248.69893,31.941109,1801.7423
0.094103485,251.17493,32.811512,1803.0154
0.10147148,252.15715,32.478935,1800.5713
0.10738881,252.00327,32.244026,1803.6799
0.096533544,252.73088,32.59548,1802.5479
0.11182846,249.82237,32.34339,1801.2244
0.10629765,251.79054,32.493935,1810.0378
0.108695894,252.5055,32.0149,1805.3484
0.10161532,253.32037,33.170708,1802.1655
0.10854587,250.06177,32.11161,1804.2887
0.109826386,250.98706,32.96677,1799.6068
0.10565534,246.27391,32.269726,1801.976
0.10566985,250.44278,32.669018,1802.4515
0.105856396,250.64104,32.640774,1798.7535
0.10019475,249.65485,32.806732,1805.299
0.10378059,252.02939,32.012646,1801.736
0.10376233,251.59041,32.780056,1802.3453
0.10644857,247.18802,33.089283,1801.5011
0.10953734,252.14159,32.24813,1815.6211
0.09925211,249.85805,32.366394,1801.1431
0.10392627,252.6902,32.144035,1795.5276
0.11196508,249.15924,32.21574,1797.4114
0.1008463,251.78708,33.039787,1806.857
0.10045938,251.16484,31.954424,1809.1743
0.10558851,252.34148,31.980171,1801.11
0.10880521,251.98877,33.002277,1808.9617
0.104646675,251.23314,32.608635,1806.8209
0.11124056,248.67502,33.207863,1803.1053
0.10888589,248.79723,32.18044,1802.8301
0.108817145,250.58795,32.412025,1804.604
0.107384704,251.74324,32.098137,1807.3989
0.11625841,250.54736,32.420624,1805.4869
0.10360032,253.01836,31.654562,1801.1991
0.09461446,251.21355,32.639076,1803.2181
0.11265924,249.84602,32.49538,1811.8485
0.10235532,251.2239,32.34386,1804.9369
0.10518902,252.23586,32.21163,1807.4178
0.11120313,252.43794,32.01077,1806.1086
0.09664978,255.54897,32.66065,1805.051
0.098408505,250.45842,31.902018,1804.4009
0.09666597,251.6533,32.576103,1807.5642
0.10070725,252.65654,33.202015,1806.8577
0.10688164,251.76146,32.967335,1805.0471
0.10730988,250.81108,31.771963,1801.225
0.10607574,248.7178,32.160206,1805.5507
0.097635925,250.79865,32.544373,1803.7488
0.09315458,249.67691,32.348564,1802.7922
0.10498216,248.37509,31.817802,1814.7487
0.102356754,250.24092,32.532578,1797.8857
0.10701776,249.74208,32.37533,1807.8844
0.108235754,253.00781,33.145954,1800.6079
0.1054223,253.04639,32.279816,1804.5918
0.108536825,250.0404,32.849194,1814.3496
0.10588723,251.33167,31.87604,1800.2341
0.10739646,248.13959,31.972553,1801.1964
0.10122769,250.87135,32.673306,1804.03
0.103857875,252.66193,32.81901,1800.7195
0.10574464,253.51778,32.003445,1807.6528
0.108868174,250.44574,32.39691,1801.9867
0.10280156,253.97948,31.83553,1806.7491
0.107380785,248.8483,32.31655,1798.8245
0.103450395,249.38835,32.72469,1796.9221
0.10419647,253.30684,32.216812,1803.2417
0.10893632,255.23366,32.29206,1797.8917
0.09482791,252.88219,31.940632,1810.247
0.098315306,251.81853,32.134083,1798.0627
0.09739114,247.51274,33.097546,1800.0393
0.09313834,247.86209,32.424347,1805.8527
0.101419404,252.1697,31.995127,1801.8608
0.10856216,251.19861,32.271015,1798.1407
0.10339478,249.70694,31.758825,1812.3822
0.10581231,252.05354,31.993006,1800.2239
0.11027356,252.15659,32.943676,1803.4534
0.11146998,253.81902,32.34342,1803.4097
0.10448988,252.20723,33.157574,1807.0956
0.11160747,254.39465,32.364014,1806.1118
0.10530409,251.95769,32.38863,1800.9631
0.10066035,251.71486,32.660248,1802.975
0.101879165,254.07799,31.335722,1803.3785
0.09745227,249.99629,32.4876,1807.2899
0.10041802,257.58588,32.386894,1799.6287
0.103072286,252.71132,33.00177,1812.3823
0.10888393,252.72626,32.794094,1801.281
0.113473445,253.0186,31.955608,1804.2905
0.09796223,255.72647,32.906803,1799.6935
0.10684077,253.56099,32.305885,1799.1486
0.099677354,248.76965,32.049892,1800.8513
0.10725696,254.79048,32.49138,1800.4747
0.10423139,251.30551,32.33229,1802.7075
0.095735595,252.20538,33.029644,1800.4565
0.10953486,249.43633,32.55137,1807.1624
0.10187157,253.05098,32.49824,1801.2559
0.10223023,250.69958,32.777096,1800.8203
0.09955408,252.2064,32.854843,1802.8313
0.10163448,251.4416,32.731995,1808.3822
0.107048355,255.86356,32.987194,1805.2781
0.10396565,255.98178,32.66374,1804.0275
0.10655809,252.114,32.488182,1798.7017
0.10672726,252.15265,32.917645,1799.8706
0.11152377,251.28151,32.38647,1799.3354
0.103209294,254.24411,32.43698,1809.6841
0.09754166,251.37796,33.113167,1806.5864
0.110264726,251.19681,33.074158,1801.0253
0.103273794,254.00035,32.42297,1802.2218
0.11050677,250.97025,32.24567,1801.1857
0.10685322,251.975,33.01321,1800.9508
0.104283124,248.89157,32.748955,1806.343
0.10668512,253.46623,32.55587,1803.3591
0.11469868,255.94324,32.301735,1812.8414
0.115330845,253.50761,32.56401,1809.5256
0.10529513,254.9924,32.423496,1809.7695
0.10575141,250.38023,32.16729,1807.2244
0.11033384,252.54872,32.48549,1802.8557
0.10072646,250.19337,32.540886,1806.945
0.106622204,251.62779,32.2854,1803.1658
0.10482957,253.63136,32.79793,1811.0896
0.10653041,252.29419,32.952778,1806.1929
0.10079597,249.26888,32.826046,1805.6326
0.09701686,249.46768,32.328426,1805.0986
0.09460162,249.339,32.742096,1811.5587
0.09938141,253.08783,32.471794,1798.8699
0.1026767,256.2363,31.947147,1811.9653
0.103505805,254.83699,32.711376,1803.8748
0.11465956,248.32367,32.501575,1799.002
0.11050497,254.96136,33.48138,1801.625
0.10016609,253.99556,33.027702,1798.0377
0.10671658,249.03572,32.73009,1807.2628
0.1029441,251.52345,32.546135,1800.5021
0.10355906,254.32445,32.51279,1805.337
0.10590886,253.2378,32.046658,1809.2064
0.10807939,249.52226,31.753372,1801.9885
0.10328849,253.36546,32.100773,1803.6113
0.11030524,247.87248,32.43154,1799.4773
0.099277444,251.70535,31.609245,1803.1444
0.10501993,254.43042,32.234562,1815.001
0.11797766,252.19478,32.354073,1807.8236
0.10610569,251.1636,32.36778,1803.6599
0.112157315,253.94366,32.190086,1802.279
0.10544975,254.11795,32.318996,1804.5623
0.107896894,254.79199,33.145985,1805.2599
0.10470989,253.92407,32.72211,1803.0704
0.10414253,254.3416,32.23396,1806.8738
0.10109787,253.64812,32.431564,1800.9467
0.10714744,252.7168,32.448402,1800.9338
0.10073886,252.36821,32.153366,1806.255
0.10832503,251.7181,32.15372,1800.1064
0.11042405,249.77132,32.8664,1807.704
0.10683073,250.28885,32.295097,1804.7375
0.10356724,251.63885,32.025955,1797.4899
0.107268676,252.68921,32.447395,1805.2462
0.1034558,255.09132,32.512672,1798.0745
0.10967716,252.1295,31.677206,1807.5952
0.09584261,254.22345,32.450806,1803.8336
0.10332177,254.37851,32.815113,1812.2395
0.09504586,251.76036,32.649227,1809.1271
0.09752468,253.41602,33.36147,1800.6058
0.11181931,251.74294,32.970806,1796.7722
0.10947589,254.87762,33.05075,1801.8414
0.101402484,253.50839,33.592022,1799.9834
0.09748723,249.85909,32.776062,1812.178
0.090176925,252.56645,32.53884,1804.8405
0.10228186,255.54295,32.86392,1808.622
0.11710113,251.8876,32.251537,1803.7546
0.10717315,253.14882,32.519115,1804.1826
0.10220049,253.34846,32.21776,1804.7773
0.107323326,250.18677,32.63685,1809.3405
0.09719266,253.28473,32.217697,1806.1674
0.103510305,249.47894,32.204494,1800.698
0.10549373,251.01866,32.645462,1811.4238
0.10456522,254.42464,32.425793,1803.7689
0.10894907,252.98997,31.71067,1803.1245
0.10671755,251.67078,31.900259,1793.6349
0.10833518,253.17592,32.024376,1807.497
0.10155086,252.16608,32.130894,1805.3698
0.10948093,252.31467,32.650654,1805.3717
0.11313561,253.6064,32.57326,1803.3671
0.100139216,250.84126,32.912594,1802.6838
0.100550465,252.3799,32.788403,1803.5126
0.11166679,251.67792,32.91684,1806.8499
0.104030035,249.13448,32.73223,1807.5599
0.1120047,250.46799,32.57354,1804.0856
0.10277169,255.44852,32.930206,1808.8116
0.11225833,253.08475,32.859024,1804.7062
0.10563922,249.67133,32.64249,1803.0114
0.106271565,249.24097,33.001274,1805.8281
0.1128026,252.10054,31.55532,1799.603
0.103168696,255.45041,32.378242,1805.9777
0.10027043,251.95769,32.372902,1798.8842
0.10273165,254.94836,32.95708,1800.948
0.10723454,253.04138,33.125355,1796.9902
0.09714241,253.28317,31.917511,1804.3706
0.10815685,249.67238,33.062836,1811.5156
0.10227388,254.222,32.03058,1804.6149
0.110704996,251.6802,32.043457,1807.6635
0.092992775,254.07939,32.407013,1814.5044
0.101029344,250.72798,32.37423,1806.7173
0.096527874,252.71352,31.878927,1802.0461
0.10082707,253.06653,32.763027,1802.6027
0.106194496,252.05756,32.77562,1805.1215
0.10405793,253.1778,32.926254,1802.5931
0.10368503,251.839,32.332035,1802.8983
0.10415379,251.07675,32.490364,1809.0775
0.10596441,255.5889,32.494804,1809.247
0.09990249,254.47891,33.182953,1798.5605
0.10847708,250.86232,31.374832,1801.8812
0.10825376,253.52399,32.12653,1803.3037
0.10686318,250.90479,32.5123,1807.5619
0.10771817,250.02382,32.076626,1809.7435
0.10641505,254.46384,32.408302,1815.9849
0.11510573,248.99103,32.46197,1803.32
0.10449226,254.25597,32.2501,1803.5255
0.10338963,251.89981,32.539734,1807.5483
0.10115467,251.98517,32.765976,1802.4708
0.099758215,253.23076,32.42098,1804.6415
0.09869434,253.57664,32.334976,1803.5508
0.10046983,250.76454,32.450714,1794.73
0.104557484,253.85565,32.514812,1805.7151
0.106579386,252.6499,31.822426,1804.4983
0.105160594,249.91402,32.70394,1810.3181
0.10107413,252.08932,32.339684,1805.2607
0.10939961,255.19458,33.025463,1800.2253
0.10859258,255.78816,32.758034,1804.2174
0.10409405,253.8726,32.9904,1796.8909
0.101624444,250.06015,32.118732,1800.417
0.10762785,253.42496,32.37534,1807.8081
0.10582221,254.14839,32.02767,1804.2822
0.097638294,253.90099,32.243336,1808.9669
0.10453557,254.02238,33.02701,1797.4147
0.10618214,253.18188,33.121925,1804.3177
0.10036993,252.31342,32.06843,1803.391
0.10581402,251.24438,32.345127,1809.1217
0.097587034,248.66812,32.498714,1807.9946
0.11153837,253.14615,32.76419,1807.8779
0.11109345,252.84183,31.826777,1811.4797
0.103587314,253.58772,31.890253,1803.847
0.106663324,249.80032,32.728054,1810.6649
0.09279255,253.76828,31.75334,1801.153
0.09905648,256.59018,32.354984,1801.0115
0.10336533,252.64081,32.59929,1808.3512
0.09946953,252.36339,32.701466,1799.3264
0.108398095,253.10753,32.47926,1807.6415
0.11480846,256.557,32.390392,1805.7609
0.098934725,250.44783,32.875267,1809.6481
0.10062625,252.90433,32.652267,1805.1279
0.105986536,250.90138,32.28012,1805.595
0.11286055,251.40947,32.55476,1807.4128
0.09868874,252.40706,32.69368,1802.7302
0.10604137,255.20364,33.228447,1802.561
0.11389822,256.11374,32.856422,1807.2886
0.09652842,253.41078,33.028454,1805.2786
0.09837731,251.76405,32.29913,1803.7715
0.102660015,257.50543,32.334435,1805.0745
0.10217045,251.66759,32.450695,1811.7887
0.1088317,251.38313,32.48815,1803.6433
0.105972245,248.97824,32.14311,1803.5322
0.095884345,255.32301,33.053425,1798.5953
0.107331365,254.47002,32.901123,1805.2605
0.10186173,257.37183,32.426247,1808.0623
0.11111672,249.75984,32.80593,1808.7843
0.10160156,255.45792,32.639137,1805.8772
0.1015514,252.68451,32.83864,1809.2723
0.107435055,254.1591,32.013714,1808.3787
0.10853891,249.254,32.4939,1809.9103
0.106959604,255.48836,32.52968,1809.4004
0.0962859,254.12787,32.803078,1811.7477
0.1073988,252.47964,32.30297,1804.7937
0.09953178,253.85033,31.555098,1800.1688
0.105874345,251.03172,32.123116,1808.1366
0.09757389,251.40645,32.532097,1808.6085
0.10691873,251.64104,32.58279,1811.7709
0.10064863,248.86507,33.23146,1810.6206
0.098262906,254.29663,32.79178,1813.2819
0.10823959,254.95888,32.59201,1807.9839
0.105873086,251.17558,32.54716,1806.4242
0.1015893,253.27724,33.00251,1799.9735
0.11190935,252.0523,32.32551,1806.7502
0.102444425,253.2425,32.506153,1803.3123
0.10480241,251.33334,32.12728,1806.3728
0.105980575,250.82417,33.13126,1805.7491
0.10153177,254.69771,32.72141,1807.4224
0.106979825,252.46834,32.282112,1805.1505
0.101950884,256.64282,32.52005,1809.2843
0.102553904,252.69373,32.770405,1794.6559
0.11141922,250.75145,32.466965,1806.3127
0.099396944,255.05998,32.354176,1810.3671
0.09252979,253.8702,32.30696,1813.0415
0.11264215,254.06482,32.70496,1808.4934
0.11732783,254.99475,32.42686,1812.3093
0.102548525,251.31041,32.389286,1806.2498
0.09488432,252.36395,32.037067,1805.5896
0.10300968,252.27802,32.603252,1807.7
0.10312453,250.04187,32.50041,1805.5736
0.103599526,252.09862,32.44494,1802.4612
0.098975666,255.30098,32.65381,1803.5337
